resort_name,local_name,country,region,ski_area,type,opening_date_2026_27,opening_date_status,max_elevation_m,piste_km,ticket_price_min,ticket_price_max,currency,price_status,driving_distance_km_from_milan,driving_time_h_from_milan,road_head,freeride_score_0_5,ski_touring_score_0_5,score_notes,webcam_url,comments,sources,confidence
St. Anton am Arlberg,,AT,Tyrol,Ski Arlberg,Non-glacier,2026-12-02,confirmed_2026_27,2811,300,85.0,85.0,EUR,published_2026_27,342,4.57,,5.0,3.5,Rubric anchor 5.0: Valluga/Schindlergrat/Stuben backside with deep guide scene; Verwall day tours good but touring less varied than glacier hubs.,https://www.skiarlberg.at/en/st-anton/live-info/webcams,2026/27 high-season tariff (19.12.26-02.04.27) 85 EUR from Ski Arlberg tariff table on partner site; skiarlberg.at itself says 26/27 rates still being finalised; 2025/26 high season was 81.50. Wedel/sun-ski weeks 80.50. Arlberg pass road and tunnel open in winter. skiresort.com measures 299.7 km. Official St. Anton webcam page (stantonamarlberg.com/en/webcams) returned 503 at final check (200 earlier); official Ski Arlberg lift-company St. Anton webcam page used instead.,https://www.skiarlberg.at/en/lech-zuers/tickets-season-times/season-times | https://www.stantonamarlberg.com/images/stories/pdf-dateien/saisonzeiten/saisonzeiten2025-2026.pdf | https://www.lechtaler-bergbahnen.at/de/ski-arlberg-tarife-winter.html | https://www.skiarlberg.at/en/tickets-season-times/prices-tickets-winter-coming-soon | https://www.skiresort.com/en/ski-resort/st-anton-st-christoph-stuben-lech-zuers-warth-schroecken-ski-arlberg/ | https://www.schneehoehen.de/artikel/sankt-anton-saisonstart-2025-2025-festival | https://www.skiarlberg.at/en/st-anton/live-info/webcams,high
Alpbach,,AT,Tyrol,Ski Juwel Alpbachtal Wildschönau,Non-glacier,2026-12-04,confirmed_2026_27,2030,114,71.5,71.5,EUR,published_2026_27,437,5.20,,3.5,3.0,"Open Faces FWQ freeride contests have been staged on the Wiedersbergerhorn and the area markets freeride routes; touring decent but modest (Wiedersbergerhorn, Gratlspitz, Sagtaler Spitzen day tours).",https://www.skijuwel.com/en/webcams,"2025/26: Wiedersbergerhorn weekend ops 29-30.11.2025 announced by lift company (no independent report found), full area incl. Schatzberg from 05.12.2025; 2026/27 peak season 19.12.2026-12.03.2027 71.50 EUR, pre/late season 64.50, fixed prices; base = Wiedersbergerhornbahn valley station, Inneralpbach (Pöglbahn in village alternative); from Italy via Brenner-Inntal, no passes.",https://www.skijuwel.com/en/winter/tickets-and-prices | https://www.skijuwel.com/en/winter | https://www.tt.com/artikel/30922306/ski-juwel-alpbachtal-wildschoenau-startet-mit-wochenendbetrieb-in-die-wintersaison | https://alpinfans.com/viewtopic.php?t=2896 | https://www.skiresort.com/en/ski-resort/ski-juwel-alpbachtal-wildschoenau/ | https://www.skijuwel.com/en/webcams,medium
Bad Kleinkirchheim,,AT,Carinthia,Bad Kleinkirchheim–St. Oswald,Non-glacier,2026-12-04,confirmed_2026_27,2055,103,73.0,73.0,EUR,published_2026_27,541,5.95,,2.5,3.0,"Rolling Nockberge terrain famous for World Cup pistes (Franz Klammer downhill) but with little freeride; Nockberge touring (Falkert, Klomnock, Mallnock) is gentle and limited in variety.",https://www.badkleinkirchheim.com/en/info-contact/webcams/,"Fixed single day price, no dynamic pricing: 2026/27 adult 1-day 73.00 EUR valid 04.12.2026-29.03.2027 (2025/26 was 69.50 EUR per skiresort.com); multi-day passes have a peak-season tariff 25.12.2026-13.03.2027. Official planned 2026/27 start is 4 Dec 2026 (skiresort.com shows 5 Dec). Also part of Kaerntner Skipass (multi-day). Base = Kaiserburgbahn valley station. From Italy via Tarvisio-Villach-Feld am See (B98) - open all winter; the Nockalmstrasse is closed in winter but is not the access road. Elevation from skiresort.com.",https://www.badkleinkirchheim.com/en/skiing-area/prices-operating-hours/ | https://www.alpinforum.com/forum/viewtopic.php?t=71523 | https://www.lakeandmountain.at/ski/ski-resorts/bad-kleinkirchheim/ | https://www.badkleinkirchheim.com/en/info-contact/webcams/ | https://www.skiresort.com/en/ski-resort/bad-kleinkirchheim/,medium
Damüls–Mellau,,AT,Vorarlberg,Damüls–Mellau (Bregenzerwald),Non-glacier,2026-12-04,confirmed_2026_27,2050,76,72.5,72.5,EUR,estimated_from_2025_26,321,4.40,,3.5,3.0,"Record snowfall village (approx. 9 m/season) with documented tree/bowl freeride and marked ski routes, but modest altitude; touring limited.",https://www.bergfex.com/damuels/webcams/,"2025/26 high-season day ticket 72.50 (bergfex); 2026/27 prices not yet published; official site is JS-only (no data extractable, webcam page 404), bergfex used. Access from Milan via Bregenzerwald (Faschina/Furkajoch pass roads: Furkajoch closed in winter, Faschinajoch open). Input skiresort_url pointed to Espace Diamant; correct page is skiresort.com/en/ski-resort/damuels-mellau/. Base = Uga-Express valley station, Damuels.",https://www.skiresort.com/en/ski-resort/damuels-mellau/ | https://www.bergfex.com/damuels/preise/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/ | https://www.skiinfo.de/vorarlberg/saisoneroeffnung-skigebiete | https://www.damuels-mellau.at/,medium
Galtür,,AT,Tyrol,Galtür Silvapark (Paznaun),Non-glacier,2026-12-04,confirmed_2026_27,2300,43,58.5,58.5,EUR,published_2026_27,392,5.39,,3.5,4.0,"Silvapark has dedicated freeride sectors but limited size; Galtuer is a classic Silvretta ski-touring base (Jamtalhuette, Piz Buin, Silvretta traverse, guide-led touring weeks). Calibrated to 4.0.",https://www.galtuer.com/en/plan-your-trip/webcams,"Peak-season 1-day 58.50 EUR (19.12.26-11.04.27), low season 55.50 (4-18 Dec 2026). Silvretta-Hochalpenstrasse (Bielerhoehe) closed in winter, Galtuer is the road end of the Paznaun. Base = Birkhahnbahn valley station, Wirl (1635 m). Elevation/km from skiresort.com.",https://www.galtuer.com/en/winter/operating-times-prices/skipass-prices-silvapark | https://www.galtuer.com/de/veranstaltungen-erlebnisse/topevents/galt-r-ski-opening_event_39796715 | https://www.skiresort.com/en/ski-resort/galtuer-silvapark/ | https://www.bergfex.com/silvapark-galtuer/preise/,medium
Gerlos,,AT,Tyrol,Zillertal Arena,Non-glacier,2026-12-04,confirmed_2026_27,2500,150,82.0,82.0,EUR,published_2026_27,465,5.61,,3.0,3.0,"Decent lift-accessed off-piste around Gerlos/Königsleiten (Isskogel, Übergangsjoch bowls) but no contest history or guiding scene of note; touring limited to moderate day tours from Gerlos (Kreuzjoch, Salzachgeier, Wildgerlostal).",https://www.zillertalarena.com/en/information-services/live-cams-weather/live-cams/,"Base = Isskogelbahn valley station (Dorfbahn Gerlos alternative); 2025/26 Gerlos lifts opened 05.12.2025; 2026/27 official Isskogelbahn/Dorfbahn 04.12.2026-11.04.2027; Gerlos Alpine Road B165 (toll) open in winter; fixed price 82 EUR, 2+ days = Zillertaler Superskipass; from Italy via Brenner.",https://www.zillertalarena.com/en/winter/ski-area/operating-hours/ | https://www.zillertalarena.com/en/zell/winter/ski-pass-prices/ | https://www.zillertalarena.com/en/winter/ski-area/ | https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/ | https://alpinfans.com/viewtopic.php?t=2885 | https://www.skiinfo.de/zillertal-arena/saisoneroeffnung-skigebiete | https://www.zillertalarena.com/en/information-services/live-cams-weather/live-cams/,high
Großarl–Dorfgastein,,AT,Salzburg,Ski amadé – Großarltal-Dorfgastein,Non-glacier,2026-12-04,confirmed_2026_27,2033,68,69.5,81.5,EUR,published_2026_27,655,7.16,,3.0,3.5,"Family-oriented skischaukel with modest off-piste; the Grossarltal is a well-known ski-touring valley with many documented easy-to-moderate day tours (Frauenkogel, Filzmooshoerndl, Kreuzeck), hence 3.5.",https://www.grossarler-bergbahnen.at/service/webcams/,"Ski amade dynamic pricing (Grossarltal region): main season 19.12.2026-26.03.2027 adult day online 69.50-81.50 EUR, ticket office 81.50 EUR; pre/post 64.50-76.00. Grossarltal day ticket covers Dorfgastein-Grossarltal only (the Gastein ticket also includes it). Base = Panoramabahn valley station, Grossarl. No winter pass closure from Italy (A10 Tauern motorway via St. Johann im Pongau).",http://web.archive.org/web/20251206/https://www.grossarler-bergbahnen.at/ | http://web.archive.org/web/20251215/https://www.skiamade.com/de/skigebiete/grossarltal/saisonzeiten | https://www.skiamade.com/en/live-infos/winter-opening-times | https://www.skiamade.com/pdf/tarife/Tageskartentarife-Grossarltal-2026-27.pdf | https://www.skigastein.com/de/skigebiet | https://www.grossarler-bergbahnen.at/service/webcams/ | https://www.skiresort.com/en/ski-resort/dorfgastein-grossarltal/,medium
Katschberg,,AT,Carinthia / Salzburg,Katschberg–Aineck,Non-glacier,2026-12-04,confirmed_2026_27,2220,80,73.0,73.0,EUR,published_2026_27,580,6.07,,2.5,3.0,"Family resort with gentle Aineck/Tschaneck terrain and little serious off-piste; only a handful of local ski tours (Aineck, Tschaneck, Kareck).",https://www.katschi.at/webcams.html,"Fixed pricing, no dynamic pricing: 2026/27 adult 1-day 73.00 EUR all season (2025/26 was 69.50 EUR); season 04.12.2026-28.03.2027. 2025/26 first day: homepage stated 'ski area open from 2 Dec' (Tue) while the price sheet planned 5 Dec 2025 - coordinator may double-check. New 8-seater Almbahn from Dec 2025. Base = Katschberghoehe pass village (1,640 m) on the B99; the pass road and the adjacent A10 Katschberg tunnel are open all winter, so no closure from Italy (Tarvisio-Villach-A10).",https://www.katschi.at/tageskarten.html | https://www.katschi.at/files/downloads/KATSCHBERGBAHNEN_PREISBLATT_160x95mm_geschlossen_2025_2026_20250827_12.pdf | http://web.archive.org/web/20251222/https://www.katschi.at/ | https://www.katschi.at/webcams.html | https://www.skiresort.com/en/ski-resort/katschberg/,medium
Kleinwalsertal,,AT,Vorarlberg,"Oberstdorf–Kleinwalsertal (two-country pass, ~130 km)",Non-glacier,2026-12-04,confirmed_2026_27,2224,130,72.9,72.9,EUR,published_2026_27,366,5.04,,3.5,3.5,"Good but limited off-piste on Ifen and Kanzelwand (north faces), no major event history; popular Allgaeu touring valley (Hoher Ifen, Widderstein, Walmendinger Horn) with guide offerings.",https://www.ok-bergbahnen.com/service/webcams-livecams/,"Two-country day pass 2026/27 adult 72.90 (single published price; 2025/26 was 68.70). 2224 m = Nebelhorn (DE) on the same pass; Kleinwalsertal-side lifts top out lower (Kanzelwand 1967 m, Ifen slightly higher). Road access only via Oberstdorf (Germany), no road link to the rest of Vorarlberg. Base = Kanzelwandbahn valley station, Riezlern. 2025/26 actual opening not found.",https://www.ok-bergbahnen.com/oeffnungszeiten/ | https://www.ok-bergbahnen.com/preisinformationen/preise-tagesskipass-oberstdorf-kleinwalsertal.html | https://www.ok-bergbahnen.com/ | https://www.skiresort.com/en/ski-resort/fellhorn-kanzelwand-oberstdorf-riezlern/ | https://www.vorarlberg.travel/aktivitaet/betriebszeiten-skigebiete/,medium
Königsleiten–Wald,,AT,Salzburg,Zillertal Arena,Non-glacier,2026-12-04,confirmed_2026_27,2500,150,82.0,82.0,EUR,published_2026_27,474,5.78,,3.0,3.0,"Decent lift-accessed off-piste around Gerlos/Königsleiten (Isskogel, Übergangsjoch bowls) but no contest history or guiding scene of note; touring limited to moderate day tours from Gerlos (Kreuzjoch, Salzachgeier, Wildgerlostal).",https://www.zillertalarena.com/en/information-services/live-cams-weather/live-cams/,"Base = Dorfbahn Königsleiten valley station (Wald im Pinzgau, Salzburg); 2025/26 opened 05.12.2025; 2026/27 official 04.12.2026-11.04.2027; access from Zillertal over Gerlos Alpine Road B165 (toll, open in winter) or from Mittersill (Felbertauern tunnel, toll); fixed price 82 EUR; incl. Hochkrimml lifts.",https://www.zillertalarena.com/en/winter/ski-area/operating-hours/ | https://www.zillertalarena.com/en/zell/winter/ski-pass-prices/ | https://www.zillertalarena.com/en/winter/ski-area/ | https://www.skiresort.com/en/ski-resort/zillertal-arena-zell-am-ziller-gerlos-koenigsleiten-hochkrimml/ | https://alpinfans.com/viewtopic.php?t=2885 | https://www.skiinfo.de/zillertal-arena/saisoneroeffnung-skigebiete | https://www.zillertalarena.com/en/information-services/live-cams-weather/live-cams/,high
Mayrhofen,,AT,Tyrol,Mayrhofen (Penken/Ahorn) – Zillertal 3000,Non-glacier,2026-12-04,confirmed_2026_27,2500,142,82.0,82.0,EUR,published_2026_27,456,5.47,,3.5,3.5,"Harakiri 78% piste and Penken/Rastkogel off-piste with local freeride guiding (skiresort 'top for freeriders'); Mayrhofen is the gateway for Zillertal Alps spring touring (Berliner Hütte, Schwarzenstein) and Tuxer Voralpen day tours.",https://www.mayrhofen.at/en/pages/livecams,"Fixed price: 1-day adult 79 EUR in 2025/26, 82 EUR (from 08:00) in 2026/27; Mayrhofen pass max 1.5 days, 2+ days only as Zillertaler Superskipass; 2025/26 Horberg+Penken opened 05.12.2025, Ahorn 13.12.2025; 2026/27 Ahorn from 12.12.2026; +2 EUR keycard deposit; from Italy via Brenner, no pass closures.",https://www.mayrhofen.at/en/stories/mountopolis-prices-and-opening-hours-winter | https://web.archive.org/web/20251206215909/https://www.mayrhofen.at/en/stories/mountopolis-prices-and-opening-hours-winter | https://www.skiresort.com/en/ski-resort/mayrhofen-penken-ahorn-rastkogel-eggalm-mountopolis/ | https://alpinfans.com/viewtopic.php?t=2881 | https://www.mayrhofen.at/en/pages/livecams,medium
Nassfeld,,AT,Carinthia,Nassfeld–Hermagor,Non-glacier,2026-12-04,confirmed_2026_27,2002,110,73.0,73.0,EUR,published_2026_27,557,6.12,,3.0,3.0,"Some tree and side-country runs (Gartnerkofel, Trogkofel) and marked deep-snow areas but no notable freeride reputation; Carnic Alps touring around Nassfeld is pleasant but limited in scale.",https://www.nassfeld.at/en/Service/Live-aus-der-Region/Webcam,"Fixed seasonal pricing (no dynamic pricing): 2026/27 adult 1-day 73.00 EUR in high season (25.12.2026-13.03.2027), 67.50 EUR in low season (04.12.-24.12.2026 and 14.03.-04.04.2027). Passo Pramollo/Nassfeld pass road from Pontebba (Italy) is closed in winter - access from Italy via Tarvisio-Arnoldstein-Hermagor to Troepolach (Millennium-Express valley station, base used here) or on to Sonnenalpe Nassfeld from the Austrian side. Elevation from skiresort.com. Milan route forced via Villach to avoid closed Pramollo/Nassfeld pass (Italian ramp).",http://web.archive.org/web/20251206/https://www.nassfeld.at/ | https://www.nassfeld.at/de/ | https://www.nassfeld.at/en/Winter-World/Sun-Ski-World/Skigebiet-Nassfeld/Skipasspreise/Tages-Mehrtageskarten | https://www.nassfeld.at/en/Winter-World/Sun-Ski-World/Skigebiet-Nassfeld | https://www.nassfeld.at/en/Service/Live-aus-der-Region/Webcam | https://www.skiresort.com/en/ski-resort/nassfeld-hermagor/,medium
Serfaus-Fiss-Ladis,,AT,Tyrol,Serfaus-Fiss-Ladis,Non-glacier,2026-12-04,estimated_from_2025_26,2828,214,78.0,78.0,EUR,estimated_from_2025_26,280,4.74,,3.0,3.0,Family/on-piste oriented resort with some marked ski routes but no notable freeride reputation; limited touring (Samnaun group day tours).,https://www.bergfex.com/serfaus-fiss-ladis/webcams/,"Fixed season pricing 2025/26: high 78, low 77, Snow Start 65; 2026/27 prices not yet published. Base = Schoenjochbahn valley station in Fiss (direct car park); Serfaus village is traffic-calmed (park at entrance, Dorfbahn underground to Komperdellbahn). 2026/27 opening 4 Dec 2026 per bergfex/skiinfo/skinachrichten, skiresort.com shows 5 Dec. Aggregator/press lists a provisional 2026/27 opening of 2026-12-04, not confirmed by the operator; date shown is the 2025/26 opening shifted.",https://www.serfaus-fiss-ladis.at/de/winterurlaub/saisonstart | https://www.bergfex.com/serfaus-fiss-ladis/preise/ | https://www.bergfex.com/serfaus-fiss-ladis/ | https://www.skiresort.com/en/ski-resort/serfaus-fiss-ladis/ | https://www.skiinfo.de/tirol/saisoneroeffnung-skigebiete,medium
Warth–Schröcken,,AT,Vorarlberg,Ski Arlberg,Non-glacier,2026-12-04,confirmed_2026_27,2811,300,85.0,85.0,EUR,published_2026_27,357,4.89,,4.0,3.5,"Snowiest sector of the Arlberg (approx. 11 m/season) with well-documented tree and bowl off-piste, linked to Lech-Zuers terrain; touring in Bregenzerwald/Lechquellen moderate.",https://www.bergfex.com/warth-schroecken/webcams/,"Local Warth-Schroecken lifts top out around 2050 m; 2811 m is the Ski Arlberg pass maximum (linked via Auenfeldjet). Hochtannberg pass road (Bregenzerwald side) normally open in winter; Warth-Lech road closed in winter. Base = Steffisalp-Express valley station, Warth (OSM/Nominatim). Price = Ski Arlberg 2026/27 high-season tariff (partner tariff table). skiinfo.de lists 5 Dec 2026 as planned opening vs official 4 Dec. Milan route forced via Schoppernau to avoid closed Lech–Warth road (Tannberg).",https://www.skiarlberg.at/en/lech-zuers/tickets-season-times/season-times | https://www.lechtaler-bergbahnen.at/de/ski-arlberg-tarife-winter.html | https://www.warth-schroecken.at/en/winter/rates/tickets-ski-arlberg.html | https://www.skiresort.com/en/ski-resort/st-anton-st-christoph-stuben-lech-zuers-warth-schroecken-ski-arlberg/ | https://www.bergfex.com/warth-schroecken/webcams/ | https://www.skiinfo.de/vorarlberg/saisoneroeffnung-skigebiete,medium
Wildschönau,,AT,Tyrol,Ski Juwel Alpbachtal Wildschönau,Non-glacier,2026-12-04,confirmed_2026_27,2030,114,71.5,71.5,EUR,published_2026_27,463,5.58,,3.0,3.0,"Schatzberg offers some off-piste but no contest history (Open Faces events were on the Alpbach side); Wildschönau is a popular gentle ski-touring area (Feldalphorn, Breiteggern, Schatzberg) with many easy documented tours but low altitude.",https://www.skijuwel.com/en/webcams,"Area first day 29.11.2025 was at Wiedersbergerhorn (Alpbach side); Wildschönau's own Schatzberg lifts (Auffach) opened 05.12.2025 (published 05.12.25-06.04.26); villages Niederau/Oberau/Auffach, base = Schatzbergbahn valley station Auffach (Markbachjochbahn Niederau alternative); 2026/27 peak season 19.12.2026-12.03.2027 71.50 EUR, pre/late season 64.50, fixed prices; from Italy via Brenner-Inntal, no passes.",https://www.skijuwel.com/en/winter/tickets-and-prices | https://www.skijuwel.com/en/winter | https://www.tt.com/artikel/30922306/ski-juwel-alpbachtal-wildschoenau-startet-mit-wochenendbetrieb-in-die-wintersaison | https://alpinfans.com/viewtopic.php?t=2896 | https://www.skiresort.com/en/ski-resort/ski-juwel-alpbachtal-wildschoenau/ | https://www.skijuwel.com/en/webcams,medium
